ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,status,referenceID,publishedInPage,remarks
1609,1610,Synanthedon andrenaeformis,"(Laspeyres, 1801)",species,,Synanthedon,,andrenaeformis,,,Laspeyres_1801,20,
1610,1610,Sesia andrenaeformis,"Laspeyres, 1801",species,,Sesia,,andrenaeformis,,,Laspeyres_1801,20,
1611,1610,Synanthedon andrenaeformis andrenaeformis,"(Laspeyres, 1801)",subspecies,,Synanthedon,,andrenaeformis,andrenaeformis,,Laspeyres_1801,Laspeyres 1801,
1612,1612,Trochilium andraeniformis,"Westwood, 1841",species,,Trochilium,,andraeniformis,,not established,Westwood_1841,40,incorrect emendation
1613,1612,Synanthedon andraeniformis,"(Westwood, 1841)",species,,Synanthedon,,andraeniformis,,not established,Westwood_1841,40,
1614,1614,Sesia andreniformis,"Staudinger, 1861",species,,Sesia,,andreniformis,,not established,Staudinger_1861,17,incorrect emendation
1615,1614,Synanthedon andreniformis,"(Staudinger, 1861)",species,,Synanthedon,,andreniformis,,not established,Staudinger_1861,17,
1616,1616,Sphinx anthraciniformis,"Esper, 1800",species,,Sphinx,,anthraciniformis,,,Esper_1789_1804,29,rejected name (Opinion Nr. 1287 ICZN)
1617,1616,Synanthedon anthraciniformis,"(Esper, 1800)",species,,Synanthedon,,anthraciniformis,,,Esper_1789_1804,29,
1618,1618,Trochilium allantiformis,"Newman, 1832",species,,Trochilium,,allantiformis,,,Newman_1832b,79,
1619,1618,Synanthedon allantiformis,"(Newman, 1832)",species,,Synanthedon,,allantiformis,,,Newman_1832b,79,
1620,1620,Synanthedon perigordensis,"Garrevoet & Vanholder, 1996",species,,Synanthedon,,perigordensis,,,Garrevoet_Vanholder_1996,141,
1621,1621,Sphinx anthraciformis,"Esper, 1800",species,,Sphinx,,anthraciformis,,not established,Esper_1789_1804,fig. 1-2,incorrect original spelling (unavailable)
1622,1621,Synanthedon anthraciformis,"(Esper, 1800)",species,,Synanthedon,,anthraciformis,,not established,Esper_1789_1804,fig. 1-2,
1623,1623,Sesia oxibeliformis,"Boisduval, 1840",species,,Sesia,,oxibeliformis,,not established,Boisduval_1840,42,nomen nudum
1624,1623,Synanthedon oxibeliformis,"(Boisduval, 1840)",species,,Synanthedon,,oxibeliformis,,not established,Boisduval_1840,42,
1625,1625,Synanthedon andrenaeformis tenuicingulata,"Špatenka, 1997",subspecies,,Synanthedon,,andrenaeformis,tenuicingulata,,Špatenka_1997b,44,
1626,1627,Synanthedon aurivillii,"(Lampa, 1883)",species,,Synanthedon,,aurivillii,,,Lampa_1883,127,
1627,1627,Sesia aurivillii,"Lampa, 1883",species,,Sesia,,aurivillii,,,Lampa_1883,127,
1628,1628,Sesia rufibasalis,"Bartel, 1906",species,,Sesia,,rufibasalis,,,Bartel_1906a,190,
1629,1628,Synanthedon rufibasalis,"(Bartel, 1906)",species,,Synanthedon,,rufibasalis,,,Bartel_1906a,190,
1630,1630,Synanthedon bastak,"Gorbunov & Koshkin, 2023",species,,Synanthedon,,bastak,,,Gorbunov_Koshkin_2023,21,
1631,1632,Synanthedon bicingulata,"(Staudinger, 1887)",species,,Synanthedon,,bicingulata,,,Staudinger_1887c,165,
1632,1632,Sesia bicingulata,"Staudinger, 1887",species,,Sesia,,bicingulata,,,Staudinger_1887c,165,
1633,1633,Synanthedon castanevora,"Yang & Wang, 1989",species,,Synanthedon,,castanevora,,,Yang_Wang_1989b,229,
1634,1634,Synanthedon caucasicum,"Gorbunov, 1986",species,,Synanthedon,,caucasicum,,,Gorbunov_1986,938,
1635,1636,Synanthedon cephiformis,"(Ochsenheimer, 1808)",species,,Synanthedon,,cephiformis,,,Ochsenheimer_1808,169,
1636,1636,Sesia cephiformis,"Ochsenheimer, 1808",species,,Sesia,,cephiformis,,,Ochsenheimer_1808,169,
1637,1637,Aegeria gaderensis,"Králícek & Povolný, 1977",species,,Aegeria,,gaderensis,,,Králícek_Povolný_1977,83,
1638,1637,Synanthedon gaderensis,"(Králícek & Povolný, 1977)",species,,Synanthedon,,gaderensis,,,Králícek_Povolný_1977,83,
1639,1639,Synanthedon cephiformis f. fumosa,"Schütze, 1919",form,,Synanthedon,,cephiformis,fumosa,not established,Schütze_1919,120,infrasubspecific (unavailable)
1640,1640,Sesia laspeyres,"Heppner & Duckworth, 1981",species,,Sesia,,laspeyres,,not established,Heppner_Duckworth_1981,29,unavailable by publication in synonymy
1641,1640,Synanthedon laspeyres,"(Heppner & Duckworth, 1981)",species,,Synanthedon,,laspeyres,,not established,Heppner_Duckworth_1981,29,
1642,1642,Synanthedon cerskisi,"Gorbunov, 1994",species,,Synanthedon,,cerskisi,,,Gorbunov_1994d,307,
1643,1644,Synanthedon codeti,"(Oberthür, 1881)",species,,Synanthedon,,codeti,,,Oberthür_1881,67,
1644,1644,Sesia codeti,"Oberthür, 1881",species,,Sesia,,codeti,,,Oberthür_1881,67,
1645,1645,Sesia puigi,"Oberthür, 1881",species,,Sesia,,puigi,,,Oberthür_1881,67,
1646,1645,Synanthedon puigi,"(Oberthür, 1881)",species,,Synanthedon,,puigi,,,Oberthür_1881,67,
1647,1647,Synanthedon inversa,"Le Cerf, 1916",species,,Synanthedon,,inversa,,,Le_Cerf_1916a,16,
1648,1648,Synanthedon kabylaria,"Le Cerf, 1916",species,,Synanthedon,,kabylaria,,,Le_Cerf_1916a,16,
1649,1649,Synanthedon codeti var. maroccana,"Le Cerf, 1920",variety,,Synanthedon,,codeti,maroccana,,Le_Cerf_1920,543,
1650,1650,Synanthedon codeti var. almohades,"Le Cerf, 1920",variety,,Synanthedon,,codeti,almohades,,Le_Cerf_1920,544,
1651,1651,Synanthedon ferdinandi,"Rungs, 1972",species,,Synanthedon,,ferdinandi,,,Rungs_1972,671,
1652,1652,Synanthedon codeti f. atavus,"Le Cerf, 1920",form,,Synanthedon,,codeti,atavus,not established,Le_Cerf_1920,542,infrasubspecific (unavailable)
1653,1653,Synanthedon colchidensis,"Špatenka & Gorbunov, 1992",species,,Synanthedon,,colchidensis,,,Špatenka_Gorbunov_1992,382,
1654,1655,Synanthedon conopiformis,"(Esper, [1782])",species,,Synanthedon,,conopiformis,,,Esper_1778_1786,fig. 1-2,
1655,1655,Sphinx conopiformis,"Esper, [1782]",species,,Sphinx,,conopiformis,,,Esper_1778_1786,fig. 1-2,
1656,1656,Sphinx syrphiformis,"Hübner, 1796",species,,Sphinx,,syrphiformis,,,Hübner_1796_1825,fig. 50,
1657,1656,Synanthedon syrphiformis,"(Hübner, 1796)",species,,Synanthedon,,syrphiformis,,,Hübner_1796_1825,fig. 50,
1658,1658,Sesia nomadaeformis,"Laspeyres, 1801",species,,Sesia,,nomadaeformis,,,Laspeyres_1801,27,
1659,1658,Synanthedon nomadaeformis,"(Laspeyres, 1801)",species,,Synanthedon,,nomadaeformis,,,Laspeyres_1801,27,
1660,1660,Synanthedon conopiformis var. lucasi,"Dalla Torre & Strand, 1925",variety,,Synanthedon,,conopiformis,lucasi,,Dalla_Torre_Strand_1925,18,
1661,1661,Synanthedon conopiformis f. lucasi,"Le Cerf, 1922",form,,Synanthedon,,conopiformis,lucasi,not established,Le_Cerf_1922b,19,infrasubspecific (unavailable)
1662,1662,Synanthedon cruciati,"Bettag & Bläsius, 2002",species,,Synanthedon,,cruciati,,,Bettag_Bläsius_2002,5,
1663,1664,Synanthedon culiciformis,"(Linnaeus, 1758)",species,,Synanthedon,,culiciformis,,,Linnaeus_1758,493,
1664,1664,Sphinx culiciformis,"Linnaeus, 1758",species,,Sphinx,,culiciformis,,,Linnaeus_1758,493,
1665,1665,Sphinx culex,"Retzius, 1783",species,,Sphinx,,culex,,not established,Retzius_1783,33,incorrect emendation
1666,1665,Synanthedon culex,"(Retzius, 1783)",species,,Synanthedon,,culex,,not established,Retzius_1783,33,
1667,1667,Sesia americana,"Beutenmüller, 1896",species,,Sesia,,americana,,,Beutenmüller_1896,136,
1668,1667,Synanthedon culiciformis var. americana,"(Beutenmüller, 1896)",variety,,Synanthedon,,culiciformis,americana,,Beutenmüller_1896,136,
1669,1669,Aegeria lutescens,"Mosley, 1896",species,,Aegeria,,lutescens,,,Mosley_1896,20,
1670,1669,Synanthedon lutescens,"(Mosley, 1896)",species,,Synanthedon,,lutescens,,,Mosley_1896,20,
1671,1671,Synanthedon culiciformis var. biannulata,"Dalla Torre & Strand, 1925",variety,,Synanthedon,,culiciformis,biannulata,,Dalla_Torre_Strand_1925,22,
1672,1672,Sesia bianulata,"Bartel, 1902",species,,Sesia,,bianulata,,not established,Bartel_1902,317,infrasubspecific (unavailable)
1673,1672,Synanthedon culiciformis f. bianulata,"(Bartel, 1902)",form,,Synanthedon,,culiciformis,bianulata,not established,Bartel_1902,317,
1674,1674,Trochilium flavocingulata,"Spuler, 1910",species,,Trochilium,,flavocingulata,,not established,Spuler_1910,311,infrasubspecific (unavailable)
1675,1674,Synanthedon culiciformis f. flavocingulata,"(Spuler, 1910)",form,,Synanthedon,,culiciformis,flavocingulata,not established,Spuler_1910,311,
1676,1676,Trochilium triannulata,"Spuler, 1910",species,,Trochilium,,triannulata,,not established,Spuler_1910,311,infrasubspecific (unavailable)
1677,1676,Synanthedon culiciformis f. triannulata,"(Spuler, 1910)",form,,Synanthedon,,culiciformis,triannulata,not established,Spuler_1910,311,
1678,1678,Aegeria albocingulata,"Cockayne, 1955",species,,Aegeria,,albocingulata,,not established,Cockayne_1955,3,infrasubspecific (unavailable)
1679,1678,Synanthedon culiciformis f. albocingulata,"(Cockayne, 1955)",form,,Synanthedon,,culiciformis,albocingulata,not established,Cockayne_1955,3,
1680,1680,Synanthedon elaeagnus,"Zheng, Zhan & Yang, 2022",species,,Synanthedon,,elaeagnus,,,Zheng_Zhan_Yang_2022,116,
1681,1682,Synanthedon flaviventris,"(Staudinger, 1883)",species,,Synanthedon,,flaviventris,,,Staudinger_1883,177,
1682,1682,Sesia flaviventris,"Staudinger, 1883",species,,Sesia,,flaviventris,,,Staudinger_1883,177,
1683,1683,Synanthedon flaviventris f. fulva,"Turner, 1928",form,,Synanthedon,,flaviventris,fulva,not established,Turner_1928,165,infrasubspecific (unavailable)
1684,1685,Synanthedon formicaeformis,"(Esper, [1783])",species,,Synanthedon,,formicaeformis,,,Esper_1778_1786,216,
1685,1685,Sphinx formicaeformis,"Esper, [1783]",species,,Sphinx,,formicaeformis,,,Esper_1778_1786,216,
1686,1686,Sesia formiciformis,"Staudinger, 1856",species,,Sesia,,formiciformis,,not established,Staudinger_1856,146,incorrect emendation
1687,1686,Synanthedon formiciformis,"(Staudinger, 1856)",species,,Synanthedon,,formiciformis,,not established,Staudinger_1856,146,
1688,1688,Sphinx tenthrediniformis,"Esper, 1782",species,,Sphinx,,tenthrediniformis,,,Esper_1778_1786,fig. 3,
1689,1688,Synanthedon tenthrediniformis,"(Esper, 1782)",species,,Synanthedon,,tenthrediniformis,,,Esper_1778_1786,fig. 3,
1690,1690,Sphinx nomadaeformis,"Hübner, [1803-1806]",species,,Sphinx,,nomadaeformis,,,Hübner_1796_1825,fig. 90,
1691,1690,Synanthedon nomadaeformis,"(Hübner, [1803-1806])",species,,Synanthedon,,nomadaeformis,,,Hübner_1796_1825,fig. 90,
1692,1692,Synanthedon formicaeformis f. duplex,"Schnaider, 1942",form,,Synanthedon,,formicaeformis,duplex,,Schnaider_1942,111,
1693,1693,Sesia uniformis,"Marquardt, 1959",species,,Sesia,,uniformis,,not established,Marquardt_1959,196,
1694,1693,Synanthedon formicaeformis f. uniformis,"(Marquardt, 1959)",form,,Synanthedon,,formicaeformis,uniformis,not established,Marquardt_1959,196,
1695,1695,Sesia flammeus,"[Haworth], 1802",species,,Sesia,,flammeus,,not established,Haworth_1802,6,nomen nudum
1696,1695,Synanthedon flammeus,"([Haworth], 1802)",species,,Synanthedon,,flammeus,,not established,Haworth_1802,6,
1697,1697,Synanthedon fukuzumii,"Špatenka & Arita, 1992",species,,Synanthedon,,fukuzumii,,,Špatenka_Arita_1992,103,
1698,1698,Synanthedon geranii,"Kallies, 1997",species,,Synanthedon,,geranii,,,Kallies_1997,60,
1699,1699,Synanthedon haitangvora,"Yang, 1977",species,,Synanthedon,,haitangvora,,,Yang_1977,123,
1700,1701,Synanthedon hector,"(Butler, 1878)",species,,Synanthedon,,hector,,,Butler_1878,60,
1701,1701,Aegeria hector,"Butler, 1878",species,,Aegeria,,hector,,,Butler_1878,60,
1702,1702,Synanthedon heilongjiangana,"Zhang, 1987",species,,Synanthedon,,heilongjiangana,,not established,Zhang_1987,24,nomen nudum (art. 16 ICZN)
1703,1703,Synanthedon herzi,"Špatenka & Gorbunov, 1992",species,,Synanthedon,,herzi,,,Špatenka_Gorbunov_1992,378,treated as valid species by Gorbunov (2022b)
1704,1704,Synanthedon hippophae,"Xu, 1997",species,,Synanthedon,,hippophae,,,Xu_1997a,77,
1705,1705,Synanthedon hongye,"Yang, 1977",species,,Synanthedon,,hongye,,,Yang_1977,122,
1706,1707,Synanthedon loranthi,"(Králícek, 1966)",species,,Synanthedon,,loranthi,,,Králícek_1966,231,
1707,1707,Aegeria loranthi,"Králícek, 1966",species,,Aegeria,,loranthi,,,Králícek_1966,231,
1708,1708,Aegeria cryptica,"Králícek & Povolný, 1977",species,,Aegeria,,cryptica,,,Králícek_Povolný_1977,85,
1709,1708,Synanthedon cryptica,"(Králícek & Povolný, 1977)",species,,Synanthedon,,cryptica,,,Králícek_Povolný_1977,85,
1710,1710,Synanthedon martjanovi,"Sheljuzhko, 1918",species,,Synanthedon,,martjanovi,,,Sheljuzhko_1918,104,
1711,1711,Sesia cerceriformis,"Bremer, [1870]",species,,Sesia,,cerceriformis,,not established,Bremer_1870,6,"nomen nudum1, 42"
1712,1711,Synanthedon cerceriformis,"(Bremer, [1870])",species,,Synanthedon,,cerceriformis,,not established,Bremer_1870,6,
1713,1714,Synanthedon melliniformis,"(Laspeyres, 1801)",species,,Synanthedon,,melliniformis,,,Laspeyres_1801,19,
1714,1714,Sesia melliniformis,"Laspeyres, 1801",species,,Sesia,,melliniformis,,,Laspeyres_1801,19,
1715,1715,Setia dioctriaeformis,"Meigen, 1830",species,,Setia,,dioctriaeformis,,,Meigen_1829_1830,122,[sic]
1716,1715,Synanthedon dioctriaeformis,"(Meigen, 1830)",species,,Synanthedon,,dioctriaeformis,,,Meigen_1829_1830,122,
1717,1717,Synanthedon mimus,"Le Cerf, 1922",species,,Synanthedon,,mimus,,,Le_Cerf_1922b,17,
1718,1718,Aegeria danubica,"Králícek, 1975",species,,Aegeria,,danubica,,,Králícek_1975,1,
1719,1718,Synanthedon danubica,"(Králícek, 1975)",species,,Synanthedon,,danubica,,,Králícek_1975,1,
1720,1720,Synanthedon croaticus,"Kranjcev, 1979",species,,Synanthedon,,croaticus,,,Kranjcev_1979,27,
1721,1722,Synanthedon mesiaeformis,"(Herrich-Schäffer, [1846])",species,,Synanthedon,,mesiaeformis,,,Herrich_Schäffer_1843_1855,"65, 74",
1722,1722,Sesia mesiaeformis,"Herrich-Schäffer, [1846]",species,,Sesia,,mesiaeformis,,,Herrich_Schäffer_1843_1855,"65, 74",
1723,1723,Sesia mesiiformis,"Staudinger, 1856",species,,Sesia,,mesiiformis,,not established,Staudinger_1856,200,incorrect emendation
1724,1723,Synanthedon mesiiformis,"(Staudinger, 1856)",species,,Synanthedon,,mesiiformis,,not established,Staudinger_1856,200,
1725,1725,Setia masariformis,"Meigen, 1830",species,,Setia,,masariformis,,,Meigen_1829_1830,120,
1726,1725,Synanthedon masariformis,"(Meigen, 1830)",species,,Synanthedon,,masariformis,,,Meigen_1829_1830,120,
1727,1727,Synanthedon moupinicola,"Strand, 1925",species,,Synanthedon,,moupinicola,,,Strand_1925,30,
1728,1728,Synanthedon multitarsus,"Špatenka & Arita, 1992",species,,Synanthedon,,multitarsus,,,Špatenka_Arita_1992,96,
1729,1730,Synanthedon myopaeformis,"(Borkhausen, 1789)",species,,Synanthedon,,myopaeformis,,,Borkhausen_1789,169,
1730,1730,Sphinx myopaeformis,"Borkhausen, 1789",species,,Sphinx,,myopaeformis,,,Borkhausen_1789,169,
1731,1730,Synanthedon myopaeformis myopaeformis,"(Borkhausen, 1789)",subspecies,,Synanthedon,,myopaeformis,myopaeformis,,Borkhausen_1789,Borkhausen 1789,
1732,1732,Sesia myopiformis,"Staudinger, 1856",species,,Sesia,,myopiformis,,not established,Staudinger_1856,204,incorrect emendation
1733,1732,Synanthedon myopiformis,"(Staudinger, 1856)",species,,Synanthedon,,myopiformis,,not established,Staudinger_1856,204,
1734,1734,Sphinx zonata,"Donovan, 1797",species,,Sphinx,,zonata,,,Donovan_1797,"35, pl. 195",
1735,1734,Synanthedon zonata,"(Donovan, 1797)",species,,Synanthedon,,zonata,,,Donovan_1797,"35, pl. 195",
1736,1736,Sesia mutillaeformis,"Laspeyres, 1801",species,,Sesia,,mutillaeformis,,not established,Laspeyres_1801,26,unnecessary myopaeformis Borkhausen 1789
1737,1736,Synanthedon mutillaeformis,"(Laspeyres, 1801)",species,,Synanthedon,,mutillaeformis,,not established,Laspeyres_1801,26,
1738,1738,Sesia elegans,"Lederer, 1861",species,,Sesia,,elegans,,,Lederer_1861,150,
1739,1738,Synanthedon elegans,"(Lederer, 1861)",species,,Synanthedon,,elegans,,,Lederer_1861,150,
1740,1740,Synanthedon armeniaca,"Gorbunov, 1991",species,,Synanthedon,,armeniaca,,,Gorbunov_1991a,128,
1741,1741,Sesia bicingulata,"Rebel, 1910",species,,Sesia,,bicingulata,,not established,Rebel_1910b,466,
1742,1741,Synanthedon myopaeformis f. bicingulata,"(Rebel, 1910)",form,,Synanthedon,,myopaeformis,bicingulata,not established,Rebel_1910b,466,
1743,1744,Synanthedon myopaeformis typhiaeformis,"(Borkhausen, 1789)",subspecies,,Synanthedon,,myopaeformis,typhiaeformis,,Borkhausen_1789,174,
1744,1744,Sphinx typhiaeformis,"Borkhausen, 1789",species,,Sphinx,,typhiaeformis,,,Borkhausen_1789,174,
1745,1745,Sphinx tiphiaeformis,"Hübner, [1806]",species,,Sphinx,,tiphiaeformis,,not established,Hübner_1806,87,incorrect emendation
1746,1745,Synanthedon tiphiaeformis,"(Hübner, [1806])",species,,Synanthedon,,tiphiaeformis,,not established,Hübner_1806,87,
1747,1747,Sesia typhiiformis,"Staudinger, 1856",species,,Sesia,,typhiiformis,,not established,Staudinger_1856,146,incorrect emendation
1748,1747,Synanthedon typhiiformis,"(Staudinger, 1856)",species,,Synanthedon,,typhiiformis,,not established,Staudinger_1856,146,
1749,1750,Synanthedon myopaeformis cruentata,"(Mann, 1859)",subspecies,,Synanthedon,,myopaeformis,cruentata,,Mann_1859,91,
1750,1750,Sesia cruentata,"Mann, 1859",species,,Sesia,,cruentata,,,Mann_1859,91,
1751,1751,Synanthedon myopaeformis f. lugubris,"Ragusa, 1923",form,,Synanthedon,,myopaeformis,lugubris,not established,Ragusa_1923,213,infrasubspecific (unavailable)
1752,1753,Synanthedon myopaeformis graeca,"(Staudinger, 1870)",subspecies,,Synanthedon,,myopaeformis,graeca,,Staudinger_1870,92,"date of publication: ix.1870 (according to Kerzhner, I. M. (2004): Publikationsdaten der ""Trudy Russkogo Entomologicheskogo Obshchestva"" und ""Horae Societatis Entomologicae Rossicae"", 1861-1932. - Entomofauna 25(14), 237-248.)"
1753,1753,Sesia graeca,"Staudinger, 1870",species,,Sesia,,graeca,,,Staudinger_1870,92,"date of publication: ix.1870 (according to Kerzhner, I. M. (2004): Publikationsdaten der ""Trudy Russkogo Entomologicheskogo Obshchestva"" und ""Horae Societatis Entomologicae Rossicae"", 1861-1932. - Entomofauna 25(14), 237-248.)"
1754,1755,Synanthedon myopaeformis luctuosa,"(Lederer, 1853)",subspecies,,Synanthedon,,myopaeformis,luctuosa,,Lederer_1853,82,
1755,1755,Sesia luctuosa,"Lederer, 1853",species,,Sesia,,luctuosa,,,Lederer_1853,82,
1756,1756,Synanthedon mesoreaca,"Fischer & Lewandowski, 2003",species,,Synanthedon,,mesoreaca,,,Fischer_Lewandowski_2003,299,
1757,1757,Synanthedon nashivora,"Naka & Yano, 2019",species,,Synanthedon,,nashivora,,,Naka_Yano_2019,132,
1758,1758,Synanthedon pamphyla,"Kallies, 2003",species,,Synanthedon,,pamphyla,,,Kallies_2003b,38,
1759,1760,Synanthedon polaris,"(Staudinger, 1877)",species,,Synanthedon,,polaris,,,Staudinger_1877,175,
1760,1760,Sesia polaris,"Staudinger, 1877",species,,Sesia,,polaris,,,Staudinger_1877,175,
1761,1762,Synanthedon producta,"(Matsumura, 1931)",species,,Synanthedon,,producta,,,Matsumura_1931a,1014,
1762,1762,Conopia producta,"Matsumura, 1931",species,,Conopia,,producta,,,Matsumura_1931a,1014,
1763,1763,Synanthedon subproducta,"Inoue, 1982",species,,Synanthedon,,subproducta,,not established,Inoue_1982,201,
1764,1764,Synanthedon pseudoscoliaeforme,"Špatenka & Arita, 1992",species,,Synanthedon,,pseudoscoliaeforme,,,Špatenka_Arita_1992,101,
1765,1766,Synanthedon quercus,"(Matsumura, 1911)",species,,Synanthedon,,quercus,,,Matsumura_1911,86,
1766,1766,Sesia quercus,"Matsumura, 1911",species,,Sesia,,quercus,,,Matsumura_1911,86,
1767,1767,Synanthedon nihonica,"Bartel, 1912",species,,Synanthedon,,nihonica,,,Bartel_1912,388,
1768,1768,Conopia galloisi,"Matsumura, 1931",species,,Conopia,,galloisi,,,Matsumura_1931a,1013,
1769,1768,Synanthedon galloisi,"(Matsumura, 1931)",species,,Synanthedon,,galloisi,,,Matsumura_1931a,1013,
1770,1770,Conopia chibensis,"Matsumura, 1931",species,,Conopia,,chibensis,,,Matsumura_1931a,1013,
1771,1770,Synanthedon chibensis,"(Matsumura, 1931)",species,,Synanthedon,,chibensis,,,Matsumura_1931a,1013,
1772,1772,Synanthedon rubiana,"Kallies, Petersen & Riefenstahl, 1998",species,,Synanthedon,,rubiana,,,Kallies_Petersen_Riefenstahl_1998,57,
1773,1773,Synanthedon rubrocingulata,"Toševski, 2011",species,,Synanthedon,,rubrocingulata,,,Toševski_2011b,130,
1774,1775,Synanthedon scoliaeformis,"(Borkhausen, 1789)",species,,Synanthedon,,scoliaeformis,,,Borkhausen_1789,173,
1775,1775,Sphinx scoliaeformis,"Borkhausen, 1789",species,,Sphinx,,scoliaeformis,,,Borkhausen_1789,173,
1776,1775,Synanthedon scoliaeformis scoliaeformis,"(Borkhausen, 1789)",subspecies,,Synanthedon,,scoliaeformis,scoliaeformis,,Borkhausen_1789,Borkhausen 1789,
1777,1777,Sesia scoliiformis,"Staudinger, 1856",species,,Sesia,,scoliiformis,,not established,Staudinger_1856,199,incorrect emendation
1778,1777,Synanthedon scoliiformis,"(Staudinger, 1856)",species,,Synanthedon,,scoliiformis,,not established,Staudinger_1856,199,
1779,1779,Sesia thynniformis,"Laspeyres, 1801",species,,Sesia,,thynniformis,,,Laspeyres_1801,21,
1780,1779,Synanthedon thynniformis,"(Laspeyres, 1801)",species,,Synanthedon,,thynniformis,,,Laspeyres_1801,21,
1781,1781,Sesia emphytiformis,"Herrich-Schäffer, [1846]",species,,Sesia,,emphytiformis,,,Herrich_Schäffer_1843_1855,"65, 75",
1782,1781,Synanthedon emphytiformis,"(Herrich-Schäffer, [1846])",species,,Synanthedon,,emphytiformis,,,Herrich_Schäffer_1843_1855,"65, 75",
1783,1783,Sesia deserta,"Staudinger, 1887",species,,Sesia,,deserta,,,Staudinger_1887c,166,
1784,1783,Synanthedon deserta,"(Staudinger, 1887)",species,,Synanthedon,,deserta,,,Staudinger_1887c,166,
1785,1785,Synanthedon danieli,"Căpușe, 1973",species,,Synanthedon,,danieli,,,Căpușe_1973a,109,
1786,1786,Synanthedon scoliaeformis f. aurea,"Pühringer, 1998",form,,Synanthedon,,scoliaeformis,aurea,not established,Pühringer_1998,310,infrasubspecific (unavailable)
1787,1787,Synanthedon scoliaeformis f. aura,"Pühringer, 1998",form,,Synanthedon,,scoliaeformis,aura,not established,Pühringer_1998,310,infrasubspecific (unavailable)
1788,1788,Synanthedon scoliaeformis japonicum,"Špatenka & Arita, 1992",subspecies,,Synanthedon,,scoliaeformis,japonicum,,Špatenka_Arita_1992,101,
1789,1790,Synanthedon serica,"(Alpheraky, 1882)",species,,Synanthedon,,serica,,,Alpheraky_1882,21,
1790,1790,Sesia serica,"Alpheraky, 1882",species,,Sesia,,serica,,,Alpheraky_1882,21,
1791,1791,Synanthedon sodalis,"Püngeler, 1912",species,,Synanthedon,,sodalis,,,Püngeler_1912,383,
1792,1792,Synanthedon soffneri,"Špatenka, 1983",species,,Synanthedon,,soffneri,,,Špatenka_1983,297,
1793,1793,Synanthedon spatenkai,"Gorbunov, 1991",species,,Synanthedon,,spatenkai,,,Gorbunov_1991a,125,
1794,1795,Synanthedon spheciformis,"([Denis & Schiffermüller], 1775)",species,,Synanthedon,,spheciformis,,,Denis_Schiffermüller_1775,306,
1795,1795,Sphinx spheciformis,"[Denis & Schiffermüller], 1775",species,,Sphinx,,spheciformis,,,Denis_Schiffermüller_1775,306,
1796,1796,Sesia sphegiformis,"Fabricius, 1787",species,,Sesia,,sphegiformis,,not established,Fabricius_1787,99,incorrect emendation
1797,1796,Synanthedon sphegiformis,"(Fabricius, 1787)",species,,Synanthedon,,sphegiformis,,not established,Fabricius_1787,99,
1798,1798,Sphinx ichneumoniformis,"Borkhausen, 1789",species,,Sphinx,,ichneumoniformis,,,Borkhausen_1789,131,
1799,1798,Synanthedon ichneumoniformis,"(Borkhausen, 1789)",species,,Synanthedon,,ichneumoniformis,,,Borkhausen_1789,131,
1800,1800,Synanthedon spheciformis f. triannulata,"Pazsiczky, 1941",form,,Synanthedon,,spheciformis,triannulata,not established,Pazsiczky_1941,113,infrasubspecific (unavailable)
1801,1802,Synanthedon spuleri,"(Fuchs, 1908)",species,,Synanthedon,,spuleri,,,Fuchs_1908,33,
1802,1802,Sesia spuleri,"Fuchs, 1908",species,,Sesia,,spuleri,,,Fuchs_1908,33,
1803,1803,Aegeria schwarzi,"Králícek & Povolný, 1977",species,,Aegeria,,schwarzi,,,Králícek_Povolný_1977,91,
1804,1803,Synanthedon schwarzi,"(Králícek & Povolný, 1977)",species,,Synanthedon,,schwarzi,,,Králícek_Povolný_1977,91,
1805,1806,Synanthedon stomoxiformis,"(Hübner, 1790)",species,,Synanthedon,,stomoxiformis,,,Hübner_1790,93,
1806,1806,Sphinx stomoxiformis,"Hübner, 1790",species,,Sphinx,,stomoxiformis,,,Hübner_1790,93,
1807,1806,Synanthedon stomoxiformis stomoxiformis,"(Hübner, 1790)",subspecies,,Synanthedon,,stomoxiformis,stomoxiformis,,Hübner_1790,Hübner 1790,
1808,1808,Sphinx stomoxyformis,"Hübner, [1806]",species,,Sphinx,,stomoxyformis,,not established,Hübner_1806,87,incorrect emendation
1809,1808,Synanthedon stomoxyformis,"(Hübner, [1806])",species,,Synanthedon,,stomoxyformis,,not established,Hübner_1806,87,
1810,1810,Synanthedon stomoxiformis riefenstahli,"Špatenka, 1997",subspecies,,Synanthedon,,stomoxiformis,riefenstahli,,Špatenka_1997b,43,
1811,1812,Synanthedon stomoxiformis amasina,"(Staudinger, 1856)",subspecies,,Synanthedon,,stomoxiformis,amasina,,Staudinger_1856,209,
1812,1812,Sesia amasina,"Staudinger, 1856",species,,Sesia,,amasina,,,Staudinger_1856,209,
1813,1813,Synanthedon stomoxiformis levantina,"de Freina & Lingenhöle, 2000",subspecies,,Synanthedon,,stomoxiformis,levantina,,DeFreina_Lingenhöle_2000,76,
1814,1814,Synanthedon syriaca,"Špatenka, 2001",species,,Synanthedon,,syriaca,,,Špatenka_2001,75,
